scaled_pc1,scaled_pc2,scaled_pc3,scaled_pc4,scaled_pc5,scaled_pc6,scaled_pc7,scaled_pc8,scaled_pc9,scaled_pc10,test_temperature,Yield_Strength
-2.1282217096002864,-0.11186077117099123,-0.14421940718995024,-0.29889871570057597,-0.17257150310863617,0.28925713950410836,0.011618940752341045,0.026314300364685433,0.03097250604389122,8.269839389227896e-15,25.0,1250.0
-2.1682558904339095,-0.14503659109243844,-0.1256298081662,-0.2588413254481907,-0.16367591517930044,0.2623897748278295,0.009980193134025261,0.015516161365639367,0.07229689860627372,8.269839372688234e-15,25.0,1625.0
-2.2040759548634252,-0.17472021972566668,-0.10899700966545264,-0.22300050389423318,-0.15571670561861534,0.23835055501235733,0.00851394531602176,0.005854668722770712,0.10927135505065518,8.269839389227926e-15,25.0,1260.0
-2.2919979205462524,-0.2475800347497745,-0.06817104909234464,-0.13502757699111634,-0.136180463166161,0.1793451959953759,0.004914973350110388,-0.01785990420407718,0.20002683869558843,8.26983938922796e-15,25.0,500.0
-2.2363140067108147,-0.20143548503307074,-0.0940274906946189,-0.19074376383901326,-0.14855341657082866,0.21671525648941556,0.007194322254659949,-0.002840674680899477,0.14254836557791567,8.2698393809581e-15,25.0,1375.0
-2.0831832499663547,-0.07453797399298043,-0.1651327052883434,-0.3439632780420555,-0.18257903880816098,0.31948292334122386,0.013462531755687318,0.038462206458724335,-0.015517434945610684,8.26983938095804e-15,25.0,1200.0
2.7800130377935406,-0.03934542999567518,-0.11197761023914692,-0.10296407665925204,0.02473010396566485,0.36140690900256384,-0.05175643769641031,0.10065328902591592,0.06590954703909242,8.269839389227927e-15,25.0,1330.0
2.4672991371824833,-0.07654988015363445,-0.09517922223323443,-0.07379194459400826,0.022664491036132887,0.3305312236282394,-0.04987433080682582,0.08572520603683449,0.10529299279702906,8.269839372688261e-15,25.0,1012.0
1.935685522315939,-0.1397974451265091,-0.06662196332754436,-0.02419932090370458,0.019152949190767696,0.27804256047111175,-0.0466747493459751,0.060347465586364224,0.17224485037929194,8.269839380958123e-15,25.0,991.0
3.131816161317088,0.0025095758902216048,-0.13087579607950023,-0.13578272437291972,0.027053918393834465,0.3961420533183442,-0.053873807745106486,0.11744738179280398,0.021603171056109684,8.269839380958071e-15,25.0,1092.0
3.086003049751219,0.3514443176124032,-0.16896342026219652,-0.1372505413788592,0.015340536190507549,0.03304510566714858,-0.059698540599847055,0.23417051668363706,0.10944505746312243,8.269839389227937e-15,25.0,1745.0
3.086003049751219,0.3514443176124032,-0.16896342026219652,-0.1372505413788592,0.015340536190507549,0.03304510566714858,-0.059698540599847055,0.23417051668363706,0.10944505746312243,8.269839389227937e-15,1000.0,366.0
0.43851218950072873,0.25828596952856175,-0.16422444675360315,-0.19869829606421874,-0.07937363717039583,-0.013658980924559055,-0.027447943782005074,0.1767202872849468,0.12991181655488757,8.269839372688258e-15,25.0,2350.0
0.43851218950072873,0.25828596952856175,-0.16422444675360315,-0.19869829606421874,-0.07937363717039583,-0.013658980924559055,-0.027447943782005074,0.1767202872849468,0.12991181655488757,8.269839372688258e-15,1000.0,579.0
0.10977726757645159,0.16155481988881978,-0.1287626654580169,-0.13661503733930977,-0.0726813662869425,-0.03172862393617801,-0.026491001003452655,0.14224303879156086,0.19440179178352152,8.269839380958122e-15,25.0,2197.0
0.10977726757645159,0.16155481988881978,-0.1287626654580169,-0.13661503733930977,-0.0726813662869425,-0.03172862393617801,-0.026491001003452655,0.14224303879156086,0.19440179178352152,8.269839380958122e-15,1000.0,745.0
0.24227011955125724,0.036970241993736774,-0.08335537875946766,-0.13141083661486685,-0.10148179214346692,0.03573832758805215,0.036848533960581784,0.15302720342066797,0.21128048742873076,8.269839372688313e-15,25.0,1320.0
0.24227011955125724,0.036970241993736774,-0.08335537875946766,-0.13141083661486685,-0.10148179214346692,0.03573832758805215,0.036848533960581784,0.15302720342066797,0.21128048742873076,8.269839372688313e-15,1000.0,935.0
